"Html Form","Attachments","Flash content","Html iFrame","HTML content","URLs","External Resources","Javascript","Css","IPs in URLs","@ in URLs","Encoding","Phishy"
"False","1","False","False","True","0","0","0","0","False","False","none","True"
"False","1","False","False","True","0","0","0","0","False","False","none","True"
"False","0","False","False","True","2","0","0","0","True","False","7bit","True"
"False","0","False","False","True","8","0","0","0","False","False","none","True"
"False","0","False","False","True","16","0","0","0","False","False","none","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","4","0","0","0","True","False","none","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","21","0","10","0","False","False","none","True"
"False","0","False","False","True","22","0","0","0","True","False","7bit","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"True","0","False","False","True","23","0","4","1","True","False","none","True"
"False","0","False","False","True","5","0","0","0","True","False","none","True"
"False","0","False","False","True","4","0","0","0","True","False","8bit","True"
"False","0","False","False","True","9","0","0","0","True","False","none","True"
"False","0","False","False","True","2","0","0","0","False","False","7bit","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","2","0","0","0","False","False","none","True"
"False","0","False","False","True","3","0","0","1","False","False","quoted-printable","True"
"False","0","False","False","True","3","0","0","1","False","False","quoted-printable","True"
"False","0","False","False","True","3","0","0","1","False","False","quoted-printable","True"
"False","0","False","False","True","3","0","0","1","False","False","quoted-printable","True"
"False","0","False","False","True","8","0","0","0","True","False","none","True"
"False","0","False","False","True","14","0","1","0","True","False","8bit","True"
"False","0","False","False","True","13","0","0","0","True","False","none","True"
"False","0","False","False","True","9","0","0","0","False","False","none","True"
"False","0","False","False","True","11","0","0","0","False","False","8bit","True"
"False","0","False","False","True","10","0","0","0","False","False","none","True"
"False","0","False","False","True","4","0","0","0","True","False","quoted-printable","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","12","0","0","0","True","False","none","True"
"False","0","False","False","True","12","0","0","0","True","False","none","True"
"False","0","False","False","True","4","0","0","0","True","False","none","True"
"False","0","False","False","True","3","0","0","0","False","False","quoted-printable","True"
"False","0","False","False","True","8","0","0","0","False","False","none","True"
"False","0","False","False","True","3","0","0","0","False","False","none","True"
"False","0","False","False","True","24","0","0","0","False","False","none","True"
"False","0","False","False","True","13","0","0","0","True","False","7bit","True"
"False","0","False","False","True","13","0","0","0","True","False","7bit","True"
"True","0","False","False","True","13","0","4","1","False","False","7bit","True"
"False","0","False","False","True","5","0","0","0","True","False","none","True"
"False","0","False","False","True","12","0","0","0","False","False","8bit","True"
"False","0","False","False","True","6","0","0","0","False","False","none","True"
"False","0","False","False","True","8","0","0","0","False","False","none","True"
"False","0","False","False","True","12","0","0","0","False","False","8bit","True"
"False","0","False","False","True","6","0","0","0","True","False","none","True"
"False","0","False","False","True","6","0","0","0","True","False","none","True"
"False","0","False","False","True","6","0","0","0","True","False","none","True"
"False","0","False","False","True","6","0","0","0","True","False","none","True"
"False","0","False","False","True","6","0","0","0","True","False","none","True"
"False","0","False","False","True","6","0","0","0","True","False","none","True"
"False","0","False","False","True","6","0","0","0","True","False","none","True"
"False","0","False","False","True","6","0","0","0","True","False","none","True"
"False","0","False","False","True","6","0","0","0","True","False","none","True"
"False","0","False","False","True","6","0","0","0","True","False","none","True"
"False","0","False","False","True","6","0","0","0","True","False","none","True"
"False","0","False","False","True","6","0","0","0","True","False","none","True"
"False","0","False","False","True","6","0","0","0","True","False","none","True"
"False","0","False","False","True","6","0","0","0","True","False","none","True"
"False","0","False","False","True","6","0","0","0","True","False","none","True"
"False","0","False","False","True","6","0","0","0","True","False","none","True"
"False","0","False","False","True","6","0","0","0","True","False","none","True"
"True","0","False","False","True","3","0","0","0","True","False","none","True"
"False","0","False","False","True","2","0","0","0","False","False","7bit","True"
"False","0","False","False","True","6","0","0","0","True","False","none","True"
"False","0","False","False","True","6","0","0","0","True","False","none","True"
"False","0","False","False","True","6","0","0","0","True","False","none","True"
"False","0","False","False","True","14","0","0","0","True","False","none","True"
"False","0","False","False","True","24","0","0","0","False","False","none","True"
"False","0","False","False","True","5","0","0","0","False","False","none","True"
"False","0","False","False","True","7","0","0","0","False","False","8bit","True"
"False","0","False","False","True","13","0","0","0","True","False","none","True"
"False","0","False","False","True","13","0","0","0","True","False","none","True"
"False","0","False","False","True","13","0","0","0","True","False","none","True"
"False","0","False","False","True","5","0","0","0","False","False","none","True"
"False","0","False","False","True","0","0","0","0","False","False","none","True"
"False","0","False","False","True","6","0","0","0","False","False","none","True"
"False","0","False","False","True","6","0","0","0","False","False","none","True"
"False","0","False","False","True","3","0","0","0","False","False","none","True"
"True","0","False","False","True","12","0","1","4","False","False","quoted-printable","True"
"True","0","False","False","True","12","0","1","4","False","False","quoted-printable","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","5","0","0","0","True","False","8bit","True"
"False","0","False","False","True","1","0","0","0","True","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","12","0","0","0","False","False","8bit","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","7","0","0","0","False","False","8bit","True"
"False","0","False","False","True","8","0","0","0","False","False","quoted-printable","True"
"False","0","False","False","True","6","0","0","0","True","False","none","True"
"False","0","False","False","True","1","0","0","0","True","False","none","True"
"False","0","False","False","True","13","0","0","0","False","False","none","True"
"False","0","False","False","True","20","0","0","0","False","False","none","True"
"False","0","False","False","True","3","0","0","0","False","False","none","True"
"False","0","False","False","True","2","0","0","0","True","False","8bit","True"
"False","0","False","False","True","2","0","0","0","True","False","8bit","True"
"False","0","False","False","True","4","0","0","0","True","False","none","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","6","0","0","0","True","False","none","True"
"True","0","False","False","True","14","0","0","0","True","False","8bit","True"
"False","0","False","False","True","2","0","0","0","False","False","8bit","True"
"False","0","False","False","True","23","0","0","0","True","False","none","True"
"False","0","False","False","True","3","0","0","0","False","False","8bit","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","19","0","0","0","True","False","7bit","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","2","0","0","0","False","False","8bit","True"
"False","0","False","False","True","6","0","0","0","True","False","none","True"
"False","0","False","False","True","34","0","0","0","False","False","none","True"
"False","0","False","False","True","2","0","0","0","False","False","7bit","True"
"False","2","False","False","True","5","0","0","0","False","False","none","True"
"False","2","False","False","True","5","0","0","0","False","False","none","True"
"False","0","False","False","True","16","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","8bit","True"
"False","0","False","False","True","5","0","0","0","False","False","7bit","True"
"False","0","False","False","True","3","0","0","0","False","False","none","True"
"False","0","False","False","True","3","0","0","0","False","False","8bit","True"
"False","0","False","False","True","3","0","0","0","False","False","none","True"
"False","0","False","False","True","3","0","0","0","True","False","7bit","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","6","0","0","0","False","False","none","True"
"False","0","False","False","True","4","0","0","0","False","False","8bit","True"
"False","0","False","False","True","3","0","0","0","False","False","none","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","8","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","13","0","0","0","False","False","none","True"
"False","0","False","False","True","5","0","0","0","False","False","none","True"
"False","0","False","False","True","14","0","0","0","True","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","8bit","True"
"False","0","False","False","True","1","0","0","0","False","False","8bit","True"
"False","0","False","False","True","2","0","0","0","False","False","none","True"
"False","0","False","False","True","2","0","0","0","False","False","none","True"
"False","0","False","False","True","2","0","0","0","False","False","none","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","2","False","False","True","1","0","0","0","False","False","none","True"
"False","2","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","12","0","0","0","False","False","8bit","True"
"False","0","False","False","True","6","0","0","0","False","False","none","True"
"False","0","False","False","True","8","0","0","0","False","False","8bit","True"
"False","0","False","False","True","4","0","0","0","False","False","none","True"
"False","0","False","False","True","3","0","0","0","False","False","none","True"
"False","0","False","False","True","12","0","0","0","False","False","8bit","True"
"False","0","False","False","True","3","0","0","0","False","False","none","True"
"False","0","False","False","True","4","0","0","0","True","False","none","True"
"False","0","False","False","True","24","0","0","0","True","False","none","True"
"False","0","False","False","True","19","0","0","0","True","False","8bit","True"
"False","0","False","False","True","16","0","0","0","True","False","none","True"
"False","0","False","False","True","4","0","0","0","False","False","8bit","True"
"False","0","False","False","True","3","0","0","0","False","False","none","True"
"False","0","False","False","True","4","0","0","0","False","False","none","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","3","0","0","0","False","False","none","True"
"False","0","False","False","True","4","0","0","0","False","False","8bit","True"
"False","0","False","False","True","4","0","0","2","True","False","8bit","True"
"False","0","False","False","True","3","0","0","0","True","False","none","True"
"False","0","False","False","True","7","0","0","0","False","False","8bit","True"
"True","0","False","False","True","24","0","0","0","True","False","none","True"
"True","0","False","False","True","24","0","0","0","True","False","none","True"
"False","0","False","False","True","6","0","0","0","False","False","8bit","True"
"False","0","False","False","True","18","0","0","0","False","False","8bit","True"
"False","0","False","False","True","13","0","0","0","True","False","none","True"
"False","0","False","False","True","11","0","0","0","True","False","none","True"
"False","0","False","False","True","4","0","0","0","True","False","none","True"
"False","0","False","False","True","12","0","0","0","False","False","8bit","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","13","0","0","0","True","False","7bit","True"
"False","0","False","False","True","45","0","0","0","False","False","7bit","True"
"False","0","False","False","True","12","0","0","0","False","False","8bit","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","39","0","0","0","True","False","none","True"
"False","0","False","False","True","39","0","0","0","True","False","none","True"
"False","0","False","False","True","8","0","0","0","False","False","8bit","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","5","0","0","0","False","False","none","True"
"False","0","False","False","True","14","0","0","0","True","False","none","True"
"False","0","False","False","True","33","0","0","0","False","False","8bit","True"
"False","0","False","False","True","3","0","0","0","True","False","none","True"
"False","0","False","False","True","2","0","0","0","False","False","none","True"
"False","0","False","False","True","19","2","2","3","False","False","none","True"
"False","0","False","False","True","3","0","0","0","True","False","7bit ","True"
"False","0","False","False","True","2","0","0","0","False","False","7bit","True"
"True","0","False","False","True","4","0","0","0","True","False","none","True"
"False","0","False","False","True","59","0","0","0","True","False","none","True"
"False","0","False","False","True","19","2","2","3","True","False","none","True"
"False","0","False","False","True","4","0","0","0","True","False","none","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","5","0","0","0","True","False","none","True"
"False","0","False","False","True","5","0","0","0","False","False","none","True"
"False","0","False","False","True","14","0","0","0","True","False","none","True"
"False","0","False","False","True","12","0","0","0","False","False","8bit","True"
"False","0","False","False","True","2","0","0","0","True","False","7bit","True"
"False","0","False","False","True","7","0","0","0","False","False","none","True"
"False","0","False","False","True","7","0","0","0","False","False","none","True"
"False","0","False","False","True","2","0","0","0","False","False","none","True"
"False","0","False","False","True","6","0","0","0","False","False","8bit","True"
"False","0","False","False","True","6","0","0","0","False","False","8bit","True"
"False","0","False","False","True","7","0","0","0","False","False","none","True"
"False","0","False","False","True","7","0","0","0","False","False","8bit","True"
"False","0","False","False","True","4","0","0","0","False","False","8bit","True"
"True","0","False","False","True","6","0","0","0","True","False","none","True"
"False","0","False","False","True","3","0","0","0","False","False","8bit","True"
"False","0","False","False","True","11","0","0","0","False","False","7bit","True"
"True","0","False","False","True","6","0","0","0","True","False","7bit","True"
"False","0","False","False","True","34","0","0","0","False","False","7bit","True"
"False","0","False","False","True","7","0","0","0","True","False","7bit","True"
"False","0","False","False","True","6","0","0","0","True","False","7bit","True"
"False","0","False","False","True","2","0","0","0","False","False","none","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","24","0","2","0","False","True","7bit","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","2","0","0","0","True","False","7bit","True"
"False","0","False","False","True","2","0","0","0","False","False","7bit","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","12","0","0","0","True","False","7bit","True"
"False","0","False","False","True","5","0","0","0","False","False","7bit","True"
"False","0","False","False","True","5","0","0","0","False","False","7bit","True"
"False","0","False","False","True","3","0","0","0","True","False","none","True"
"False","0","False","False","True","16","0","0","0","True","False","none","True"
"False","0","False","False","True","45","0","0","0","False","False","7bit","True"
"False","0","False","False","True","45","0","0","0","False","False","7bit","True"
"False","0","False","False","True","45","0","0","0","False","False","7bit","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","45","0","0","0","False","False","7bit","True"
"False","0","False","False","True","4","0","0","0","False","False","7bit","True"
"False","0","False","False","True","4","0","0","0","False","False","7bit","True"
"False","0","False","False","True","2","0","0","0","False","False","7bit","True"
"False","0","False","False","True","6","0","0","0","True","False","7bit","True"
"False","0","False","False","True","6","0","0","0","True","False","7bit","True"
"False","0","False","False","True","1","0","0","0","True","False","7bit","True"
"False","0","False","False","True","45","0","0","0","True","False","7bit","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","14","0","0","0","False","True","7bit","True"
"False","0","False","False","True","3","0","0","0","False","False","7bit","True"
"False","0","False","False","True","15","0","1","0","False","False","none","True"
"False","0","False","False","True","5","0","0","0","True","False","7bit","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","34","0","0","0","True","False","7bit","True"
"False","1","False","False","True","3","0","0","0","False","False","none","True"
"False","0","False","False","True","44","0","0","0","False","False","7bit","True"
"False","0","False","False","True","2","0","0","0","False","False","7bit","True"
"False","0","False","False","True","1","0","0","0","True","False","7bit","True"
"False","0","False","False","True","45","0","0","0","False","False","7bit","True"
"False","0","False","False","True","3","0","0","0","False","False","7bit","True"
"False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","34","0","0","0","True","False","7bit","True"
"False","0","False","False","True","45","0","0","0","True","False","7bit","True"
"False","0","False","False","True","2","0","0","0","True","False","7bit","True"
"False","0","False","False","True","5","1","1","5","False","False","7bit","True"
"False","0","False","False","True","6","0","0","0","True","False","none","True"
"False","0","False","False","True","14","0","1","0","True","False","7bit","True"
"False","0","False","False","True","14","0","1","0","True","False","7bit","True"
"False","0","False","False","True","44","0","0","0","True","False","7bit","True"
"False","0","False","False","True","6","0","0","0","True","False","7bit","True"
"False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"False","0","False","False","True","3","0","0","0","False","False","7bit","True"
"False","0","False","False","True","14","0","0","0","True","False","7bit","True"
"False","0","False","False","True","3","0","0","0","False","False","7bit","True"
"False","0","False","False","True","5","1","1","5","False","False","7bit","True"
"False","0","False","False","True","2","0","0","0","True","False","7bit","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","3","0","0","0","False","False","7bit","True"
"False","0","False","False","True","10","0","0","0","False","False","7bit","True"
"False","0","False","False","True","5","0","0","0","True","False","7bit","True"
"False","0","False","False","True","7","0","0","0","False","False","7bit","True"
"False","0","False","False","True","5","0","0","0","True","False","7bit","True"
"False","0","False","False","True","3","0","0","1","False","False","7bit","True"
"False","0","False","False","True","3","0","0","0","False","False","7bit","True"
"False","0","False","False","True","60","0","0","0","True","False","7bit","True"
"False","0","False","False","True","6","0","0","0","False","False","7bit","True"
"False","2","False","False","True","2","0","0","0","False","False","none","True"
"False","1","False","False","True","2","0","0","0","False","False","none","True"
"False","1","False","False","True","2","0","0","0","False","False","none","True"
"False","0","False","False","True","9","0","0","0","False","False","none","True"
"False","0","False","False","True","7","0","0","0","False","False","none","True"
"False","0","False","False","True","7","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","4","0","0","0","False","False","8bit","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","45","0","0","0","True","False","7bit","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","2","0","0","0","True","False","7bit","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","44","0","0","0","True","False","7bit","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","3","0","0","0","True","False","7bit","True"
"False","0","False","False","True","16","0","0","0","False","False","none","True"
"False","0","False","False","True","6","0","0","0","True","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","2","0","0","0","True","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","21","3","3","3","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","1","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","16","0","0","0","True","False","7bit","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","2","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","3","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","1","0","0","0","False","False","none","True"
"False","0","False","False","True","2","0","0","0","False","False","none","True"
"False","0","False","False","True","2","0","0","0","False","False","none","True"
"False","0","False","False","True","2","0","0","0","False","False","none","True"
"False","0","False","False","True","2","0","0","0","False","False","none","True"
